Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Parkville,13/54 The Avenue,3,u,835000.0,S,Nelson,6/05/2017,2.6,3052.0,3.0,1.0,1.0,0.0,,1978.0,Melbourne,-37.7867,144.9572,Northern Metropolitan,2309.0
Parkville,21 Morrah St,4,h,3970000.0,S,Collins,13/05/2017,2.6,3052.0,4.0,3.0,1.0,289.0,,,Melbourne,-37.7959,144.9569,Northern Metropolitan,2309.0
Parkville,55 Park Dr,3,h,2790000.0,S,Collins,20/05/2017,2.6,3052.0,3.0,2.0,1.0,180.0,120.0,1890.0,Melbourne,-37.7961,144.9538,Northern Metropolitan,2309.0
Pascoe Vale,62 Devon Rd,3,h,755000.0,S,Nelson,6/05/2017,9.9,3044.0,3.0,2.0,2.0,294.0,110.0,1950.0,Moreland,-37.7215,144.9251,Northern Metropolitan,7485.0
Pascoe Vale,4 Dixon St,2,h,750000.0,PI,Nelson,6/05/2017,9.9,3044.0,2.0,1.0,2.0,531.0,,,Moreland,-37.7189,144.9508,Northern Metropolitan,7485.0
Pascoe Vale,2 Ann St,2,h,999000.0,S,Nelson,8/04/2017,9.9,3044.0,2.0,1.0,1.0,587.0,95.0,1920.0,Moreland,-37.7306,144.9357,Northern Metropolitan,7485.0
Pascoe Vale,8 Braeside St,3,h,800000.0,SP,Nelson,8/04/2017,9.9,3044.0,3.0,1.0,0.0,793.0,,,Moreland,-37.7182,144.9506,Northern Metropolitan,7485.0
Pascoe Vale,115 Derby St,4,h,800000.0,S,Nelson,8/04/2017,9.9,3044.0,4.0,1.0,1.0,593.0,131.0,1970.0,Moreland,-37.7278,144.9463,Northern Metropolitan,7485.0
Pascoe Vale,147 Derby St,3,h,806000.0,SP,Brad,8/04/2017,9.9,3044.0,3.0,1.0,1.0,488.0,,,Moreland,-37.7253,144.9467,Northern Metropolitan,7485.0
Pascoe Vale,9 Bawden Ct,4,h,770000.0,S,Nelson,13/05/2017,9.9,3044.0,4.0,1.0,2.0,596.0,130.0,1960.0,Moreland,-37.7195,144.9456,Northern Metropolitan,7485.0
Pascoe Vale,3/238 Cumberland Rd,2,u,496000.0,S,Brad,13/05/2017,9.9,3044.0,2.0,1.0,1.0,136.0,,,Moreland,-37.7218,144.9406,Northern Metropolitan,7485.0
Pascoe Vale,1/142 Derby St,3,h,585000.0,S,YPA,13/05/2017,9.9,3044.0,3.0,1.0,1.0,0.0,129.0,2000.0,Moreland,-37.7243,144.9473,Northern Metropolitan,7485.0
Pascoe Vale,1/29 Devon Rd,2,t,540000.0,VB,Nelson,13/05/2017,9.9,3044.0,2.0,1.0,2.0,240.0,,,Moreland,-37.7217,144.924,Northern Metropolitan,7485.0
Pascoe Vale,5 Sims St,3,h,708000.0,S,hockingstuart,13/05/2017,9.9,3044.0,3.0,1.0,2.0,321.0,94.0,1950.0,Moreland,-37.7242,144.9424,Northern Metropolitan,7485.0
Pascoe Vale,7/26 Snell Gr,2,u,497000.0,SP,Nelson,13/05/2017,9.9,3044.0,2.0,1.0,1.0,123.0,,1970.0,Moreland,-37.7181,144.9322,Northern Metropolitan,7485.0
Pascoe Vale,6 Wicklow St,3,h,800000.0,S,Brad,13/05/2017,9.9,3044.0,3.0,1.0,2.0,506.0,,,Moreland,-37.7187,144.9433,Northern Metropolitan,7485.0
Pascoe Vale,8 Ann St,4,h,1395000.0,S,Nelson,20/05/2017,9.9,3044.0,4.0,3.0,4.0,590.0,,,Moreland,-37.7302,144.9357,Northern Metropolitan,7485.0
Pascoe Vale,10/43 Arndt Rd,2,u,427500.0,S,hockingstuart,20/05/2017,9.9,3044.0,2.0,1.0,1.0,134.0,75.0,1988.0,Moreland,-37.7216,144.9292,Northern Metropolitan,7485.0
Pascoe Vale,5/137 Northumberland Rd,3,t,560000.0,S,Nelson,20/05/2017,9.9,3044.0,3.0,2.0,1.0,141.0,94.0,2009.0,Moreland,-37.7177,144.9328,Northern Metropolitan,7485.0
Pascoe Vale,24 Bolingbroke St,5,h,1410000.0,PI,Brad,22/04/2017,9.9,3044.0,5.0,3.0,4.0,1004.0,,,Moreland,-37.7321,144.9353,Northern Metropolitan,7485.0
Pascoe Vale,2A Bolingbroke St,2,t,520000.0,S,Brad,22/04/2017,9.9,3044.0,2.0,1.0,1.0,0.0,82.0,2011.0,Moreland,-37.7324,144.9377,Northern Metropolitan,7485.0
Pascoe Vale,12 Irma Gr,3,h,1017500.0,S,Brad,22/04/2017,9.9,3044.0,3.0,1.0,1.0,620.0,,,Moreland,-37.7303,144.9445,Northern Metropolitan,7485.0
Pascoe Vale,24 Windsor St,2,h,910000.0,S,D'Aprano,22/04/2017,9.9,3044.0,2.0,1.0,3.0,602.0,,,Moreland,-37.724,144.9447,Northern Metropolitan,7485.0
Pascoe Vale,16 Hayes Pde,5,h,958000.0,S,Nelson,29/04/2017,9.9,3044.0,5.0,2.0,2.0,706.0,166.0,1950.0,Moreland,-37.7328,144.9281,Northern Metropolitan,7485.0
Pascoe Vale,20 Snell Gr,3,h,770000.0,PI,Brad,29/04/2017,9.9,3044.0,3.0,1.0,1.0,603.0,,,Moreland,-37.7186,144.9318,Northern Metropolitan,7485.0
Port Melbourne,281 Esplanade East,3,h,1400000.0,S,Marshall,6/05/2017,3.8,3207.0,3.0,3.0,0.0,92.0,105.0,1910.0,Port Phillip,-37.8368,144.9463,Southern Metropolitan,8648.0
Port Melbourne,317/99 Dow St,2,u,520000.0,VB,Buxton,8/04/2017,3.8,3207.0,2.0,1.0,1.0,2166.0,54.0,2012.0,Port Phillip,-37.8415,144.9412,Southern Metropolitan,8648.0
Port Melbourne,342 Howe Pde,2,h,1332000.0,S,Greg,8/04/2017,3.8,3207.0,2.0,1.0,2.0,288.0,,,Port Phillip,-37.8366,144.923,Southern Metropolitan,8648.0
Port Melbourne,301/115 Nott St,2,h,801000.0,S,Greg,8/04/2017,3.8,3207.0,2.0,2.0,1.0,0.0,90.0,2012.0,Port Phillip,-37.84,144.939,Southern Metropolitan,8648.0
Port Melbourne,203 Station St,3,h,2400000.0,S,Greg,8/04/2017,3.8,3207.0,3.0,2.0,2.0,368.0,226.0,1880.0,Port Phillip,-37.8323,144.9463,Southern Metropolitan,8648.0
Port Melbourne,204/52 Nott St,2,u,575000.0,S,Biggin,13/05/2017,3.8,3207.0,2.0,1.0,1.0,7159.0,61.0,2008.0,Port Phillip,-37.841,144.9386,Southern Metropolitan,8648.0
Port Melbourne,102/159 Beach St,2,u,950000.0,S,hockingstuart,22/04/2017,3.8,3207.0,2.0,2.0,1.0,98.0,,2005.0,Port Phillip,-37.8392,144.9257,Southern Metropolitan,8648.0
Port Melbourne,205/88 Dow St,2,u,730000.0,SP,Buxton,22/04/2017,3.8,3207.0,2.0,1.0,1.0,0.0,,,Port Phillip,-37.842,144.9413,Southern Metropolitan,8648.0
Port Melbourne,108/40 Beach St,2,u,1110000.0,S,RT,29/04/2017,3.8,3207.0,2.0,2.0,1.0,0.0,,,Port Phillip,-37.8427,144.9378,Southern Metropolitan,8648.0
Port Melbourne,9/23 Beaconsfield Pde,2,u,2250000.0,S,Greg,29/04/2017,3.8,3207.0,2.0,2.0,2.0,0.0,,,Port Phillip,-37.8444,144.9421,Southern Metropolitan,8648.0
Port Melbourne,130 Clark St,4,h,2700000.0,S,Marshall,29/04/2017,3.8,3207.0,4.0,3.0,2.0,317.0,156.0,1900.0,Port Phillip,-37.8346,144.9358,Southern Metropolitan,8648.0
Port Melbourne,205 Clark St,4,h,1375000.0,S,hockingstuart,29/04/2017,3.8,3207.0,4.0,1.0,1.0,190.0,,,Port Phillip,-37.833,144.9377,Southern Metropolitan,8648.0
Port Melbourne,205/15 Pickles St,2,u,600000.0,VB,hockingstuart,29/04/2017,3.8,3207.0,2.0,1.0,1.0,0.0,61.0,2005.0,Port Phillip,-37.8443,144.9442,Southern Metropolitan,8648.0
Port Melbourne,55/4 Seisman Pl,2,u,1030000.0,S,Buxton,29/04/2017,3.8,3207.0,2.0,2.0,2.0,21715.0,99.0,2005.0,Port Phillip,-37.8424,144.9449,Southern Metropolitan,8648.0
Prahran,47 Wrights Tce,3,h,1251000.0,PI,Jellis,6/05/2017,4.5,3181.0,3.0,1.0,0.0,195.0,,,Stonnington,-37.851,145.0055,Southern Metropolitan,7717.0
Prahran,111 Chomley St,2,h,1305000.0,SP,Gary,8/04/2017,4.5,3181.0,2.0,1.0,1.0,210.0,,,Stonnington,-37.8551,145.0058,Southern Metropolitan,7717.0
Prahran,208/11 Hillingdon Pl,1,u,550000.0,S,Biggin,8/04/2017,4.5,3181.0,1.0,1.0,1.0,0.0,,1900.0,Stonnington,-37.8516,144.9943,Southern Metropolitan,7717.0
Prahran,303/10 Hillingdon Pl,2,u,645000.0,S,Gary,13/05/2017,4.5,3181.0,2.0,1.0,1.0,2842.0,84.0,1920.0,Stonnington,-37.8513,144.9943,Southern Metropolitan,7717.0
Prahran,7/72 Williams Rd,2,u,550000.0,SP,Thomson,13/05/2017,4.5,3181.0,2.0,1.0,1.0,72.0,69.0,1976.0,Stonnington,-37.8542,145.0024,Southern Metropolitan,7717.0
Prahran,12/28 Wynnstay Rd,1,u,410000.0,PI,Thomson,13/05/2017,4.5,3181.0,1.0,1.0,1.0,0.0,,,Stonnington,-37.8529,145.0103,Southern Metropolitan,7717.0
Prahran,101/323 Dandenong Rd,2,u,690000.0,S,McGrath,20/05/2017,4.5,3181.0,2.0,2.0,2.0,1146.0,,,Stonnington,-37.8597,145.0093,Southern Metropolitan,7717.0
Prahran,4/605 High St,2,u,630000.0,S,hockingstuart,20/05/2017,4.5,3181.0,2.0,1.0,1.0,0.0,59.0,1970.0,Stonnington,-37.8538,145.0088,Southern Metropolitan,7717.0
Prahran,18/61 High St,2,u,685000.0,S,hockingstuart,20/05/2017,4.5,3181.0,2.0,1.0,1.0,8220.0,87.0,1965.0,Stonnington,-37.8508,144.9874,Southern Metropolitan,7717.0
Prahran,4/38 Porter St,2,u,570000.0,S,Gary,20/05/2017,4.5,3181.0,2.0,1.0,1.0,479.0,,,Stonnington,-37.8489,144.9903,Southern Metropolitan,7717.0
Prahran,44 Spring St,1,h,860000.0,PI,hockingstuart,22/04/2017,4.5,3181.0,1.0,1.0,0.0,108.0,54.0,1905.0,Stonnington,-37.8508,145.0051,Southern Metropolitan,7717.0
Prahran,277 Dandenong Rd,3,h,880000.0,PI,Buxton,29/04/2017,4.5,3181.0,3.0,1.0,0.0,249.0,,,Stonnington,-37.859,145.0038,Southern Metropolitan,7717.0
Prahran,205/201 High St,2,u,475000.0,VB,hockingstuart,29/04/2017,4.5,3181.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.8519,144.9948,Southern Metropolitan,7717.0
Prahran,26/670 Malvern Rd,2,u,888000.0,S,Jellis,29/04/2017,4.5,3181.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.849,145.0088,Southern Metropolitan,7717.0
Preston,502/49 Plenty Rd,2,u,413000.0,SP,Raine,6/05/2017,8.8,3072.0,2.0,1.0,1.0,0.0,,2009.0,Darebin,-37.7499,145.0031,Northern Metropolitan,14577.0
Preston,14 West St,3,h,1190000.0,S,Barry,6/05/2017,8.8,3072.0,3.0,2.0,2.0,572.0,118.0,1935.0,Darebin,-37.736,145.0033,Northern Metropolitan,14577.0
Preston,2 Bruce St,2,h,2000000.0,PI,McGrath,8/04/2017,8.8,3072.0,2.0,1.0,2.0,465.0,,,Darebin,-37.7424,145.0026,Northern Metropolitan,14577.0
Preston,4 Devon St,3,h,1045000.0,S,Nelson,8/04/2017,8.8,3072.0,3.0,1.0,2.0,513.0,,,Darebin,-37.7505,144.991,Northern Metropolitan,14577.0
Preston,7 Leicester St,3,h,1121000.0,S,Barry,8/04/2017,8.8,3072.0,3.0,2.0,3.0,604.0,123.0,1925.0,Darebin,-37.7438,144.9971,Northern Metropolitan,14577.0
Preston,2/15 Percival St,3,u,715000.0,S,hockingstuart,8/04/2017,8.8,3072.0,3.0,1.0,1.0,210.0,,1996.0,Darebin,-37.7317,145.0083,Northern Metropolitan,14577.0
Preston,263 Tyler St,4,h,1200000.0,S,RW,8/04/2017,8.8,3072.0,4.0,3.0,2.0,466.0,,,Darebin,-37.731,145.0115,Northern Metropolitan,14577.0
Preston,53 William St,3,h,917500.0,S,Nelson,8/04/2017,8.8,3072.0,3.0,2.0,2.0,472.0,123.0,1965.0,Darebin,-37.7336,145.0022,Northern Metropolitan,14577.0
Preston,125 Albert St,4,h,770000.0,S,Love,13/05/2017,8.8,3072.0,4.0,1.0,1.0,494.0,,,Darebin,-37.7386,145.0234,Northern Metropolitan,14577.0
Preston,31 Benambra St,3,h,800000.0,PI,hockingstuart,13/05/2017,8.8,3072.0,3.0,2.0,2.0,319.0,124.0,1940.0,Darebin,-37.7334,144.9873,Northern Metropolitan,14577.0
Preston,3 Carthew Gr,4,h,1075000.0,S,Nelson,13/05/2017,8.8,3072.0,4.0,1.0,2.0,521.0,146.0,1935.0,Darebin,-37.7506,144.99,Northern Metropolitan,14577.0
Preston,3 Evelyn St,3,h,1015000.0,S,Ray,13/05/2017,8.8,3072.0,3.0,2.0,1.0,511.0,,,Darebin,-37.7377,144.9911,Northern Metropolitan,14577.0
Preston,110 Raglan St,3,t,880000.0,S,Nelson,13/05/2017,8.8,3072.0,3.0,2.0,2.0,242.0,103.6,,Darebin,-37.7506,145.0185,Northern Metropolitan,14577.0
Preston,118 Wood St,3,h,1020000.0,PI,hockingstuart,13/05/2017,8.8,3072.0,3.0,2.0,2.0,670.0,140.0,,Darebin,-37.7353,145.0232,Northern Metropolitan,14577.0
Preston,33 Grandview Rd,3,h,1000000.0,VB,Nelson,20/05/2017,8.8,3072.0,3.0,1.0,3.0,624.0,145.0,1950.0,Darebin,-37.7373,144.9864,Northern Metropolitan,14577.0
Preston,86 Malpas St,3,h,1010000.0,SP,McGrath,20/05/2017,8.8,3072.0,3.0,0.0,0.0,533.0,,,Darebin,-37.7336,145.0168,Northern Metropolitan,14577.0
Preston,21 Robeson St,4,h,1110000.0,S,Nelson,20/05/2017,8.8,3072.0,4.0,1.0,2.0,556.0,,1935.0,Darebin,-37.7489,144.9861,Northern Metropolitan,14577.0
Preston,47 Youngman St,2,h,800000.0,VB,Nelson,20/05/2017,8.8,3072.0,2.0,1.0,1.0,405.0,,,Darebin,-37.7356,145.0087,Northern Metropolitan,14577.0
Preston,20 Ambon St,3,h,910000.0,S,hockingstuart,22/04/2017,8.8,3072.0,3.0,1.0,1.0,674.0,90.0,1955.0,Darebin,-37.7341,145.0275,Northern Metropolitan,14577.0
Preston,12 Belgrove St,3,h,1215000.0,S,hockingstuart,22/04/2017,8.8,3072.0,3.0,1.0,1.0,690.0,,,Darebin,-37.7452,145.0192,Northern Metropolitan,14577.0
Preston,2 Bruce St,2,h,2300000.0,SP,McGrath,22/04/2017,8.8,3072.0,2.0,1.0,2.0,465.0,,,Darebin,-37.7424,145.0026,Northern Metropolitan,14577.0
Preston,60 Carlisle St,2,h,1108000.0,SP,McGrath,22/04/2017,8.8,3072.0,2.0,1.0,0.0,258.0,,1940.0,Darebin,-37.7521,145.0071,Northern Metropolitan,14577.0
Preston,11 Murphy St,3,h,801000.0,S,Nelson,22/04/2017,8.8,3072.0,3.0,1.0,2.0,620.0,,,Darebin,-37.7305,144.9856,Northern Metropolitan,14577.0
Preston,227 Wood St,3,h,1010000.0,S,Nelson,22/04/2017,8.8,3072.0,3.0,1.0,2.0,486.0,,,Darebin,-37.7341,145.0096,Northern Metropolitan,14577.0
Preston,6 Adams St,3,h,690000.0,S,RW,29/04/2017,8.8,3072.0,3.0,1.0,2.0,581.0,90.0,1960.0,Darebin,-37.7536,145.0191,Northern Metropolitan,14577.0
Preston,460 Bell St,2,h,630000.0,PI,Barry,29/04/2017,8.8,3072.0,2.0,1.0,1.0,319.0,,1955.0,Darebin,-37.7442,144.9958,Northern Metropolitan,14577.0
Preston,39 Malpas St,3,h,1100000.0,S,Nelson,29/04/2017,8.8,3072.0,3.0,2.0,4.0,637.0,124.0,1950.0,Darebin,-37.7344,145.0208,Northern Metropolitan,14577.0
Preston,72 McNamara St,3,h,1055000.0,S,Nelson,29/04/2017,8.8,3072.0,3.0,1.0,2.0,575.0,,,Darebin,-37.7288,144.9849,Northern Metropolitan,14577.0
Preston,1/584 Murray Rd,2,u,560000.0,S,Nelson,29/04/2017,8.8,3072.0,2.0,1.0,2.0,196.0,,,Darebin,-37.7362,144.9885,Northern Metropolitan,14577.0
Preston,3/152 Tyler St,1,u,385000.0,SP,Brad,29/04/2017,8.8,3072.0,1.0,1.0,1.0,896.0,65.0,2011.0,Darebin,-37.7316,145.0201,Northern Metropolitan,14577.0
Reservoir,2 Fordham Rd,4,h,741000.0,S,Ray,6/05/2017,11.2,3073.0,4.0,1.0,2.0,659.0,,,Darebin,-37.7148,145.019,Northern Metropolitan,21650.0
Reservoir,6 Greenock St,3,h,725000.0,S,Barry,6/05/2017,11.2,3073.0,3.0,1.0,1.0,547.0,,,Darebin,-37.7039,145.0226,Northern Metropolitan,21650.0
Reservoir,2/144 Hickford St,3,u,615000.0,S,Barry,6/05/2017,11.2,3073.0,3.0,1.0,2.0,320.0,,,Darebin,-37.7018,145.0134,Northern Metropolitan,21650.0
Reservoir,3/963 High St,2,u,406000.0,S,Barry,6/05/2017,11.2,3073.0,2.0,1.0,1.0,0.0,,,Darebin,-37.7093,145.0083,Northern Metropolitan,21650.0
Reservoir,29 Southernhay St,3,h,1010000.0,S,Barry,6/05/2017,11.2,3073.0,3.0,1.0,2.0,649.0,,,Darebin,-37.7258,145.0113,Northern Metropolitan,21650.0
Reservoir,83 Whitelaw St,2,h,852000.0,S,Love,6/05/2017,11.2,3073.0,2.0,1.0,2.0,705.0,,,Darebin,-37.712,145.0205,Northern Metropolitan,21650.0
Reservoir,18 Zinnia St,3,h,595000.0,SP,Barry,6/05/2017,11.2,3073.0,3.0,1.0,1.0,490.0,116.0,1970.0,Darebin,-37.7152,144.9817,Northern Metropolitan,21650.0
Reservoir,5 Carson St,3,h,665000.0,S,Love,8/04/2017,11.2,3073.0,3.0,1.0,2.0,874.0,,,Darebin,-37.6982,145.0043,Northern Metropolitan,21650.0
Reservoir,1/4 Kenilworth St,3,u,631000.0,S,Barry,8/04/2017,11.2,3073.0,3.0,1.0,1.0,267.0,,,Darebin,-37.714,145.007,Northern Metropolitan,21650.0
Reservoir,11 Mais St,4,h,905000.0,S,hockingstuart,8/04/2017,11.2,3073.0,4.0,2.0,2.0,696.0,142.0,1965.0,Darebin,-37.7074,145.0276,Northern Metropolitan,21650.0
Reservoir,33 McMahon Rd,5,h,845000.0,S,RW,8/04/2017,11.2,3073.0,5.0,2.0,2.0,676.0,100.0,1960.0,Darebin,-37.7114,145.02100000000004,Northern Metropolitan,21650.0
Reservoir,3/138 Rathcown Rd,3,t,815000.0,S,Barry,8/04/2017,11.2,3073.0,3.0,2.0,2.0,213.0,1.0,2012.0,Darebin,-37.7085,145.018,Northern Metropolitan,21650.0
Reservoir,19 Tovey St,4,h,770000.0,S,Ray,8/04/2017,11.2,3073.0,4.0,3.0,3.0,697.0,213.0,1970.0,Darebin,-37.701,144.9993,Northern Metropolitan,21650.0
Reservoir,37 Vale St,2,h,935000.0,S,Love,8/04/2017,11.2,3073.0,2.0,1.0,1.0,537.0,,,Darebin,-37.7269,144.988,Northern Metropolitan,21650.0
Reservoir,22 Wilson Bvd,3,h,610000.0,S,Barry,8/04/2017,11.2,3073.0,3.0,1.0,2.0,435.0,102.0,1960.0,Darebin,-37.7054,144.9945,Northern Metropolitan,21650.0
Reservoir,96b Cheddar Rd,4,h,678500.0,S,hockingstuart,13/05/2017,11.2,3073.0,0.0,1.0,2.0,606.0,,,Darebin,-37.6987,145.0203,Northern Metropolitan,21650.0
Reservoir,1 Delaware St,2,h,861500.0,S,Nelson,13/05/2017,11.2,3073.0,2.0,1.0,1.0,419.0,100.0,1940.0,Darebin,-37.721,145.016,Northern Metropolitan,21650.0
Reservoir,21 Henty St,3,h,801000.0,SP,Love,13/05/2017,11.2,3073.0,3.0,1.0,1.0,551.0,115.0,1950.0,Darebin,-37.7194,145.0015,Northern Metropolitan,21650.0
Reservoir,72 Henty St,4,h,1150000.0,S,Barry,13/05/2017,11.2,3073.0,4.0,1.0,2.0,928.0,,,Darebin,-37.7179,144.9908,Northern Metropolitan,21650.0
Reservoir,3 Horton St,3,h,760000.0,PI,Barry,13/05/2017,11.2,3073.0,3.0,2.0,2.0,567.0,,,Darebin,-37.7236,144.9876,Northern Metropolitan,21650.0
Reservoir,2/6 Merrilands Rd,2,u,490000.0,S,Ray,13/05/2017,11.2,3073.0,2.0,1.0,1.0,143.0,85.0,2009.0,Darebin,-37.6955,145.0097,Northern Metropolitan,21650.0
Reservoir,1/74 Miranda Rd,3,h,605000.0,S,Love,13/05/2017,11.2,3073.0,3.0,1.0,2.0,371.0,112.0,1950.0,Darebin,-37.7068,145.0193,Northern Metropolitan,21650.0
Reservoir,1/209 Purinuan Rd,2,t,652000.0,S,Nelson,13/05/2017,11.2,3073.0,2.0,2.0,2.0,254.0,93.0,2007.0,Darebin,-37.7071,145.0108,Northern Metropolitan,21650.0
Reservoir,1/80 Delaware St,2,t,615000.0,S,Ray,20/05/2017,11.2,3073.0,2.0,1.0,1.0,202.0,,,Darebin,-37.7199,145.0091,Northern Metropolitan,21650.0
Reservoir,3/80 Delaware St,1,u,407000.0,S,Ray,20/05/2017,11.2,3073.0,1.0,1.0,1.0,108.0,,,Darebin,-37.7196,145.0092,Northern Metropolitan,21650.0
Reservoir,44 Mendip Rd,4,h,930000.0,S,Barry,20/05/2017,11.2,3073.0,4.0,1.0,3.0,635.0,,,Darebin,-37.7205,145.0165,Northern Metropolitan,21650.0
Reservoir,1/28 North Rd,3,t,741000.0,S,Barry,20/05/2017,11.2,3073.0,3.0,2.0,2.0,257.0,120.0,,Darebin,-37.7218,145.0231,Northern Metropolitan,21650.0
Reservoir,2/87 Purinuan Rd,2,h,375000.0,PI,Nelson,20/05/2017,11.2,3073.0,2.0,1.0,1.0,101.0,67.0,1980.0,Darebin,-37.7091,145.0259,Northern Metropolitan,21650.0
Reservoir,6 Sedge Ct,4,h,1005000.0,S,Nelson,20/05/2017,11.2,3073.0,4.0,2.0,5.0,768.0,,,Darebin,-37.6947,144.9851,Northern Metropolitan,21650.0
Reservoir,32 Ayr St,4,h,800000.0,SP,RW,22/04/2017,11.2,3073.0,4.0,1.0,4.0,605.0,,,Darebin,-37.7051,145.0331,Northern Metropolitan,21650.0
Reservoir,42 Elinda Pl,2,u,395000.0,S,Stockdale,22/04/2017,11.2,3073.0,2.0,1.0,1.0,166.0,,1990.0,Darebin,-37.6986,145.024,Northern Metropolitan,21650.0
Reservoir,6 Joffre St,2,h,1025000.0,S,Barry,29/04/2017,11.2,3073.0,2.0,2.0,1.0,715.0,,,Darebin,-37.7302,145.0129,Northern Metropolitan,21650.0
Reservoir,4/65 Thackeray Rd,2,u,505000.0,S,RW,29/04/2017,11.2,3073.0,2.0,1.0,1.0,110.0,1.0,1960.0,Darebin,-37.7216,145.0099,Northern Metropolitan,21650.0
Richmond,7 Berry St,2,h,950000.0,VB,hockingstuart,6/05/2017,2.6,3121.0,2.0,1.0,0.0,150.0,,,Yarra,-37.8191,144.9977,Northern Metropolitan,14949.0
Richmond,60 Gardner St,2,h,1110000.0,S,hockingstuart,6/05/2017,2.6,3121.0,2.0,1.0,0.0,166.0,,,Yarra,-37.8172,145.0053,Northern Metropolitan,14949.0
Richmond,49 Garfield St,2,t,950000.0,VB,hockingstuart,6/05/2017,2.6,3121.0,2.0,1.0,1.0,113.0,118.0,2012.0,Yarra,-37.8119,144.9947,Northern Metropolitan,14949.0
Richmond,4/39 Hunter St,2,u,1226000.0,S,hockingstuart,6/05/2017,2.6,3121.0,2.0,1.0,1.0,826.0,99.0,1996.0,Yarra,-37.821,145.0054,Northern Metropolitan,14949.0
Richmond,516/2 McGoun St,1,u,500000.0,VB,Collins,6/05/2017,2.6,3121.0,1.0,1.0,1.0,2044.0,,,Yarra,-37.817,144.9955,Northern Metropolitan,14949.0
Richmond,118 Somerset St,3,h,1214000.0,S,Nelson,6/05/2017,2.6,3121.0,3.0,1.0,0.0,176.0,106.0,1900.0,Yarra,-37.8162,145.006,Northern Metropolitan,14949.0
Richmond,213/253 Bridge Rd,1,u,370000.0,SP,Biggin,8/04/2017,2.6,3121.0,1.0,1.0,1.0,3512.0,,2011.0,Yarra,-37.8183,144.9979,Northern Metropolitan,14949.0
Richmond,308/633 Church St,3,u,790000.0,SP,Biggin,8/04/2017,2.6,3121.0,3.0,1.0,1.0,0.0,90.0,1999.0,Yarra,-37.833,144.997,Northern Metropolitan,14949.0
Richmond,29 Gipps St,3,h,1400000.0,VB,Nelson,8/04/2017,2.6,3121.0,3.0,2.0,0.0,848.0,,,Yarra,-37.8235,144.9963,Northern Metropolitan,14949.0
Richmond,307/18 Hull St,2,u,500000.0,VB,Jellis,8/04/2017,2.6,3121.0,2.0,1.0,1.0,0.0,,2012.0,Yarra,-37.8175,144.9974,Northern Metropolitan,14949.0
Richmond,1/2 Little Kent St,2,t,1090000.0,S,Fletchers,8/04/2017,2.6,3121.0,2.0,2.0,1.0,0.0,137.0,2002.0,Yarra,-37.8151,145.0003,Northern Metropolitan,14949.0
Richmond,113A Richmond Tce,3,h,1785000.0,S,hockingstuart,8/04/2017,2.6,3121.0,3.0,1.0,0.0,240.0,115.0,1958.0,Yarra,-37.8221,144.9964,Northern Metropolitan,14949.0
Richmond,106/59 Stawell St,2,u,560000.0,PI,Ray,8/04/2017,2.6,3121.0,2.0,1.0,1.0,7455.0,65.0,2008.0,Yarra,-37.822,145.0104,Northern Metropolitan,14949.0
Richmond,101/27 Dickmann St,2,u,690000.0,VB,hockingstuart,13/05/2017,2.6,3121.0,2.0,2.0,1.0,760.0,,2010.0,Yarra,-37.825,144.9976,Northern Metropolitan,14949.0
Richmond,43 Gardner St,2,h,1050000.0,PI,Biggin,13/05/2017,2.6,3121.0,2.0,1.0,0.0,134.0,63.7,1900.0,Yarra,-37.817,145.0058,Northern Metropolitan,14949.0
Richmond,293 Highett St,3,h,2060000.0,PI,Marshall,13/05/2017,2.6,3121.0,3.0,2.0,1.0,181.0,,,Yarra,-37.8161,145.0037,Northern Metropolitan,14949.0
Richmond,62 Butler St,2,h,860000.0,PI,Biggin,20/05/2017,2.6,3121.0,2.0,1.0,0.0,111.0,,,Yarra,-37.8108,144.9955,Northern Metropolitan,14949.0
01,Eastern Metropolitan,13366.0
Mount Waverley,10 Rhonda St,4,h,1340000.0,S,Barry,19/08/2017,14.2,3149.0,4.0,2.0,2.0,800.0,160.0,1970.0,,-37.88859,145.13335,Eastern Metropolitan,13366.0
Niddrie,59A Nolan St,3,t,1150000.0,SP,Barry,19/08/2017,10.4,3042.0,3.0,2.0,1.0,317.0,210.0,2012.0,,-37.74103,144.8851,Western Metropolitan,2291.0
Nunawading,9 Patterson St,3,h,1218000.0,S,Ray,19/08/2017,15.4,3131.0,3.0,1.0,1.0,757.0,125.0,1953.0,,-37.82568,145.16752,Eastern Metropolitan,4973.0
Oakleigh South,41 Colin Rd,2,h,955500.0,S,Ray,19/08/2017,15.5,3167.0,2.0,1.0,3.0,697.0,,,,-37.91698,145.11225,South-Eastern Metropolitan,3692.0
Ormond,347 Koornang Rd,3,h,1005500.0,S,Jellis,19/08/2017,11.4,3204.0,3.0,1.0,2.0,369.0,,,,-37.90286,145.05425,Southern Metropolitan,3578.0
